stageId,score
RYwrRLsG9c9s7Wtw3,50
w3ZbMBy2RhEpewNfB,50
cunDqCmB6GEhn5o7K,0
dwhz84WiSt5PEGgCF,80
pdh3FBJDYhuySMvZn,100
dA4azjfBaLaKCCeaq,70
RRjSnMyzabKT4ZoqF,100
8RFrvRyHZky2o6qHk,100
YXGM7GvYEMJx2PhBC,100
gWDXoGtZLhPGsmK9z,0
zMAcfkGuTzrSffhdf,50
3qMthYNHnFobKs3Rs,50
escQFdMMzE7fDsdX2,50
gH3v6xwySs8HnbYXR,50
bjuJThE2MedmsZemd,0
NPCXG2BTtACCvHfJp,80
ymozMQsm4WBrDD84R,50
Bnfih5krL8rP4nFbh,100
ZPvJNEQuhiz8pwPyu,80
ETyK4eiFTzTpfHcjj,90
ZoHS2pnByP9Hd449T,80
aXirTFskCuzQJNjHX,80
BnTqgs5sX9ZCs6st7,80
dWNybRxuxdMgdm7Ap,80
J2sipFtvbdCw954GM,75
iB9K85SdpnmbZDWBC,90
zjF7T8EffBLneRkvC,100
fDMqbtxSPP3kQ4Z93,80
oM2ZAMMaXi76eErCR,100
rzA9Pp7Rp27a5d8JN,80
SGaZTEdnBekDDGQj8,75
ZNRdrsx4yMcLhK6k6,50
fdXWjnWfxRtT757G7,100
nzJpzfYE6FRJqaAze,0
sjhoNZ3KDfHKjyR3L,0
fpw7hxX5JiGTC7hA4,0
EdTR3sdhkMaMs8CSR,75
b99BRoGe7nsBT6yBn,50
hk_ce02ba4b7ea3d762,80
fDm9nBH8MmBb3P2f2,0
CERacHRHJjXLqaknc,50
5oZka96yMdZnjTrBE,100
vKoYcGfExSXMs4GEe,50
nhA6DfC6pEuj6cfnJ,0
PGYvqFWhB5vXqqeqr,50
XNHNsatmto5Mu8mBK,75
2Z7QQicAf8H2KTuuw,50
xvZfwj5ej3HLKQzEn,80
oRnhhwKcr6b9yeEEi,0
XaQ5JqPaSHbKEXKXB,80
RgGMJsywjGzx3qgwX,0
nvXnzvEjCExNb2QBn,50
ZaCj7TzMXHvKukYtR,80
w3yG5KXBWajN8t5p9,50
J6zZSxcX3TRPRPXfg,80
RBRRBSXTu35MJNhxG,80
csJ47dLbj6om7tGP5,70
xAS6FyDJDSSEkqXAf,70
ob6Cz3h7aXuonaDFL,50
ZFEGmtAPwDBCFoHci,0
KbtpCdCisoX2omeSQ,80
qukjRiygdcMsgmWAB,50
NSwxexH2AR3QjhMfD,75
ZSc7haS7ZfqycDu57,50
hk_3e1fe30712be308a,70
hXgsCYzcagkhvpxCB,0
CDfESoBfMwpFigD5F,75
ohMod9aaw3pMGBMp4,50
6ewCsDfnK2PKrFBZY,80
yPAWjCLmEdoeKfQwL,50
Qzfu66CAB2jbqmcgw,0
XWSvSBZjkftKTZZWb,0
ZtD6NdPBYhaG8kMpi,80
CYa3464Ya9bDnDSrZ,50
tB39YJMhBXCNTDN83,0
5yC49yQbC347iXecQ,90
sFy2K78KYJWPLhahY,80
v8vdbPLXSgJdhsTwn,100
SJLuFGjjqbwDLrtui,50
FiYFWb3f5eA5BoYrp,0
tPt4avtQTk6K2Dmxg,50
pc8XdJAd6BdhpxnXi,80
8vx3xDJBR4eknmuGy,100
pzjtRQyCeG8NbrtL2,100
2eEsAZPXPJiogWAqr,80
QLewmRMaE6gy5edKo,70
zqSJQbAvx8d3QYDG4,0
4sDGBSoQ2bxioh5FY,0
RAzrEbPkAFcZso3DJ,80
nj6L6cDpDCAidiQwx,90
68D6HSey22tXPAhy4,90
XqayJSpM99L8zFf7P,80
j6SbSRhvTTB8fdWoP,100
cfeub2p82CTK249gX,80
f9NwYwoA6FR4cbKbZ,0
cCdJs7Y4aT3bdk9wM,0
CFkm6paN6YAGiNXA2,0
a4ivqbG7haYMeDXQD,0
ysv5Hx6j2iHrdgq3S,0
kqEEye8HgJRZng95W,0
54CBgdaeNnWrQdwcg,0
LEkSqzxZ3eA6qGAPq,0
FJY8eLNZrmvL8dpMy,0
b2qowLZpYky7av5uZ,50
JfymD8MG9KKed4Jpi,100
pyoDYdtnZ8Ks5d5Fj,100
FDCp9MmPvwXeKwAKp,0
8K5ACnoY4YHBDmyRC,0
CcWynG3PALiQ87pq7,0
c3W9NQ3uf8kxHppZv,80
JcA9S7J9ZQe6qmuCi,90
ueZj979XzxxczK8LP,100
5Pttwniba9pzddgAm,0
YTnJANYPK3i4MmamW,0
rPRttMGAnWZG63dof,0
Ge8rbyjagE8DXMQQx,0
2oEhnQ5jcuQvJKifE,0
J44dy22coNJhRcSv4,0
owSeNpxPdAmwCcgsz,0
CLfCPtaP6hKruFNE9,0
dYqpeNHgg5rH8pSNH,0
Se84ivFodgjX8hS4b,90
rx4Q6zYnQKZfeMKTa,90
R99ofsgjREYDCvjyB,100
DQLX7YdjqNRy5WiAb,0
6SEu4ThnkvHje5F64,0
7LsyrjpgsQYSgAGCi,0
mjvMJwFjmEe4uKTwB,70
v6zTDQKEoGKNgQnQG,90
LYDNtTSiQKKHfiuX8,90
JTti9u3thc8yoQdop,0
9xLEy54YwaPea5xmA,0
3p7mxB5bSk9nKqYPC,90
ZS8eTNkYsj8qEXW9v,0
r6GbABAnM4Grw8AGf,80
nEvrHoPLQKrdtAJdQ,80
wN64oPCcM6J3BfQNh,100
f2gDaCPJ6HhgSp4Co,90
knAzCNTExMcGAJe9p,90
zTCtnX4tLWDFTg89y,0
iBBnEEi9whbmDWzgd,80
u7P6FNn9p8tFqdqEP,90
M6J8Z74ybdRKbD7dB,100
XkPfNQGzKxokSb9zJ,100
bpXrikMfs9C8EwGLs,100
yxRtpo6QaAvCiMDc5,90
S2DStMS2Y9FanPE5T,100
jfkb93rBS7cE4PWkS,100
HEDsSefL99r3uw5sy,100
8TPwAhTz9Rzo4MJs3,100
8wGR7bzjhvxbxGL7s,80
uXhyQrFbirD4FWqMB,0
PMDpK5BY8SAWyqmgi,0
8SgoRf7daJzK3inPj,0
LRG9kFhTKDRY3s75N,0
MHhM6j4yrF86TT92j,80
ZCibX5wzD8WtGd6hM,80
mcbdayQQCznknTA55,90
Zb7yWKwuGhhg2bjuf,90
5f4AdqBfh8mtZk5eb,90
93CMvgCB4SwzGhxBs,0
RfrJC7BdEgRvCvpx7,100
73msKhpdFFQaL6g6b,80
Ykfoy6sw98iPsrsjE,0
qTafjK4XjuyBK7B7P,0
hk_dcf4000d81130e63,0
qjn52D7SnW4fm5Xs4,80
mZ9Q9vx2WE3W6Fw6i,100
7gszse2NyqKPsMWoM,90
yBNnMiamfr9BnW9qN,80
hcgNKiRWjKpoRo4RQ,80
ntyqDJYS8iW9jBjcA,100
tcT5XECXcGaGmpAFW,80
nScDpvTsLQupcHytw,80
NmBp8Hke6TAdYiHmC,70
LKiRT6ohqBNxGFgwH,0
En35L2Dqmf3rsZQrv,100
fuGWcPCiLTNEzKm4d,0
E8kmY3cQpTF2HjFzv,100
hh6JZDR62L537WYAb,100
unDDZWkfFoJMMqCvG,80
WW5GcDWmyckYu3KJ8,50
F5mcddBTeBmW4nK3X,80
2rMKzrE9F5dJesqYb,0
zZBQj9sLYFzNME6tj,100
neoEBT7Bsp2sfLCqp,100
c7H2HPXwaYiJ7Mkr4,100
aSrbymB8WKoNmnmLY,80
oY7JNEmt29tFnTdnj,80
XpaJ974TsGjGBam9E,0
v8Pscowaf2TXkgGTN,0
WKDiLykKJhz9E965F,90
gwAhTJdDZBHSKLgrn,95
hk_a2f526d6277fe5dc,100
P8jm6YDrCXaeJSMrY,100
yFukLvw2zqNz9Mxz3,100
wixcYHnksK6tba9tj,90
a6HHafmxQk2TRiXzg,90
6jugKNyJYtzDRwowg,100
6AArsajXQdYrWj77M,80
5ZBj6JQtRPxm4cFML,90
GWcDLkBRcDppYeS6e,100
um4a8KcjpXadT73Ky,70
swQksEfJNg6T2TwhS,0
R8ikdBX73sstup2iR,100
KiNeeKBpX8bF7mtoR,100
KX5tueoorLQBpKsRA,100
Pxf8SfmZNjC65rwv9,100
Fau9tmLeaLrZQGa7b,0
H9fL4MReqMtvonoEr,80
nyzHTh24AaNjiZ7Ak,90
bG4u8Jjydwbc6gEJo,80
DeX3Ky4xxoPaYtx28,0
LHE4mE5wEPFDFkMuk,100
xNCpC2skAB8sw2DFL,0
hk_fb3b8ba505392215,80
a7sFqaez53BXWpmec,80
YJZN9N5WnveLX9KXt,0
26RnwcdY842ZGSQtT,50
oimS8v3GxYgZrdYiT,0
BHwPnL43xsdCrkEo2,0
MZGWN573bwv8Qq6Lp,50
vzsprfPRtvXb6EaHm,50
fxiNjtBakEFB9LQPs,70
FFLYkEqx9uZmQCBCB,75
c2EEptfyEs95gErua,50
vCanrwTK4WnSXJfWf,50
ExjMqpKqD2W5Sgji2,50
5G2mcagZz3pvrr9Ej,100
rrT6ZZqtnhtsMggnF,100
y2FZheKRyMvB3E6DN,90
PjJjR4JEo2bLNxdAg,80
PsWtEpsX2GiLCbyPA,50
4ZX4qcFKozK8RRcc4,50
uZ6jmAEykYxxs9RQL,0
B9K5s23wG3jJ9a6g3,70
jtR6yg734z2i5ApZo,80
LjA3XuwC8Jdo3WYyk,90
rQhxCh8ZeR7oJJay4,0
GMm5yw5Nwj9NP4igc,0
tcWGr8vWnB7CxGaGx,80
yHr6QoszrHjL5GAKP,0
o4Kf6ch97DGz674GE,80
Ruo95xqkfzkwHWRdu,0
o6jSfpZdxwsxfsKXq,0
Cm8hWNoHjKkSNbGbE,80
2Zz4RsSTDnwmBJ7WJ,0
WsMJPeMZ4QKERRimH,90
FkeBJsMFQLdkp8esL,90
c4SqXNybh42kZsNKf,80
u3h8uoemNzmdQ6gE4,90
bkLR7CLXi9sZWgAjd,80
h6tmWTX2hHZefNreG,90
NoMN7XnPoFp35zMJT,85
rWwr2zequNmQt74Qw,90
N2nhwkePBKtHRSBkt,90
kREJmAaGKffQPkrxj,90
vmuhH2kvcAurhGL68,90
SAbPpWrv76MAucfGg,90
NhN4gYpqpCewpuu8E,80
ovTeD9XMiusxG7b3C,80
4X9tJAW3MMoXekH67,40
Qu6zs65KusybaC4C7,80
RrPpo6c84uuudrTxT,80
ju4q4ESa6kAkQRHfR,90
hk_4fe33e69ed557ee6,90
r7z35GpRmXdztTdFn,90
MPfYsEstTSaGJdPJH,90
rfXkzqs2AJQocvm4m,90
jY63LyRGKxQBp8Fab,80
PZeCRDMtByP8WEmpe,90
siawfDcDzmkgPejA7,90
cfJ5e8JSRbSr65vo3,80
BvgTasnZzjjAq7ENz,90
TzqHYkJg3Td6gvMyM,80
DGrhLi8ueshXSXZr5,90
tADHqMzg3dsbNgx6a,79.02541975297169
j2wEDk5qpH8ygCBrs,78.96331837851405
JybMZczPcPRuCHjwA,85.37574303492367
dLe2HZ2gw7yhHLNmX,89.3949315849091
GE3ek5MnbHiJYiiky,92.25621437239728
opsBQFAawgAci38uo,94.4975820415479
uiD6zAXr5cY6M6rhR,85.14006462518535
h4CnxsEpfz3ccfzEJ,93.9281246313869
wTjqMunkaXkiXKSmQ,NaN
pAAWY3K66Ec8wcN7e,95.70294987985669
BacLgchf74PT2qpwa,97.10040328854487
LKfapLEoTxi7QDNzD,96.28814705685048
cEcELERqZaRGEyctM,0
zSjKJLJ3juyvH2MW6,60.55588234388617
ecC2WbZGjh8yyvoTd,86.64056525077082
cFXNAgNy2gqY9rNPq,89.90873484461578
LiMk2QTTzYYe9vEpo,88.09633080686137
kQkKvBqd95Bd6LLEn,93.44014208661655
5FWcXQoLJF79Q5RFE,91.28967342721424
72RtLtcZeKP7QhnBY,0
LnuaW8TbcCoYFMkTB,90.0225031070585
aEHCkBGw2fivC5qQ2,92.7267679408516
c8X4kNAqC6KThrC2q,87.48534384810675
xAJuYysB8c4W5bBjJ,90.92254866848432
2utwjv8zvebZA2iLz,95.95797760682471
xHDpBMpMTDfsXmFic,83.3681062870004
FdjrtxQDDxZtzNK8M,94.56040340107234
5KnwtyEYMEj2gTPpc,93.04038658280517
XMyMqDovx6P2HsLvH,81.95600213659353
fhDfE3awvScdw34ah,89.29919065628519
kFkCydTS29x9qMTn9,96.27912989830006
zzyWR9G7mg42RvFeq,77.12391098339636
HGqH6Yoh6vfy3M2wn,91.9115461405825
WSSLMopQFkWGQDs8u,85.89369886068246
hk_55c4935873e69373,87.78920099318044
Q3jJgmRJSm7x23Ex9,95.34316305868889
98Qj2otg5YARvkRrX,88.04325214858491
nAKAEGvFc7sGbeMc5,83.97523735389187
Hm69Zm7CNAzLQpvTY,92.51733885245757
T9JN7AYA83nHDFwwZ,98.15101640881055
XLLjn2HrTsSJgyCDq,85.82833475817102
2SLqoDmcyqNbcWWnm,90.42298428096686
rCxTn355zYuXY5PJ7,94.09334868687364
sSqmCjktaphMF43gM,92.61339104428185
PiKHtdojFHAySNQe3,94.34979844912279
jEPxtpX6MPi3FdeGh,94.45658167743413
Kv34rzQ9jvqeuTnEr,87.36389768219927
nzqfYqmxcEZEkdZf4,89.15700985325508
qFhy2Qbr5Q2Nk7uz5,98.39421374755902
9vKGmzHNmW5gfDJJc,98.85947200627808
KJnX7iWTcq5cumEsu,94.3369815653199
KG29qvHAJNFzQHsec,97.80636016655644
24uBQrHu4jKFgGQ24,82.29856979740323
TDdZj8qKX9zipCz8J,86.44255401543869
8roJBLSSpPGzp9EcN,89.88675461347174
bF7vLJhKGsCDFMf7P,93.3777154732129
Yt6ssTNFtW8Ehx5PX,NaN
HcBQEc6rrXaTqqZbg,93.20200248027022
nPfiFKLBtBXEx2Atm,98.57810722678154
E4oxbx8hqSu6dx23L,74.0514281650336
FYgW9TE4Dn8M5FWo4,74.44523644622159
E5Q47Q4H9S4SJTen5,93.42156461063068
v7haoQHWaQ7GutA87,85.7994048065415
qgTQu83xDzip2raKc,93.7134190027377
hk_5d2fc2e8fbe9ab80,94.23738027732973
jHMm4tYeCShy2CY4S,88.2378209311063
y7yDjZEGSnkL3gmsC,104.15487104931009
YPMjdLop4o2Rcp59M,95.62598724914825
KcKPbAJcimikZnv2Z,97.72875582713932
THHd37RtQH949Ka9X,93.72549386720385
yoS8Hg8QJczaeZCZZ,89.18672708636723
S9YRtWFztR29Z9zHg,98.06205322860747
JQHKooP49o445vbua,91.45587437840375
nF9eN2jWSTpKBodnc,94.24752865787444
RdEGH2fLh6uviLNbf,0
JPrbmdhcNnXqwaRom,93.6212585206747
eQ3kDNwQiF5ZLEBKK,0
NZnxDEbxZGJEowGf3,87.9672938508366
yfwcwoRxC2LSqRKeF,95.73686606465844
nuT7iseGnWbTpoXHs,102.42306859556591
HZuz648DY7rDXZCqy,91.12226577233079
XGMm8Wmb2bGaDXffy,89.09345932960746
kgLbaKp9fdAbKAHGX,97.17541377592369
4Q2sqnzzfamRzE2kK,91.97466875394292
mh3HELH6QsE66RaJf,92.98517030750406
f5dfjyMAH8EBeYGar,91.20970253371136
79qwomWe3DzAo5sSn,0
ZnvESg3YJjgq6HLmW,88.58467178551088
zB4cBBXQ4Z4CbZBuK,87.63305424137306
6xRp5F5J5iZK7dkXR,95.53500897506598
vWgfc9f2j5nQWEe2G,94.79248828809952
e32afGAwjfyWscauv,93.86716612972134
ngSnxusEqtPLJSSBK,0
rHviEA5jrkhKFfCsF,0
jqonjJbuR3QaicHQu,95.90891956875573
tvgGkDeAk3fNM9W9k,70.29137838662396
nk4ks4intiCM47E5s,95.00233336853404
CLNAhjxznCTzhc6gn,93.41384479118393
zCEZCBQAbjPcsGxRC,87.63988986965605
SAiHNbpM2bT8trDoX,93.89538270668771
sJbuwuBM7YkmqP7fi,92.13781011229403
RjuHZve4ww4mPz5F4,97.21784936002338
R4NNXC8p5qpr35ajr,98.75680135865862
xmgYHsTMtYhBAdHPS,91.96741116862283
afTQWQhAhukBcPNvh,97.64801176457154
gjJjhotBdhKK8gifP,96.998506414119
2yBHupRyYCqZgNpwH,92.375804355544
v8EnrbmFcGGYTSnK5,86.16383553716699
grfkFdAZMquy58wMc,91.07766649549983
7Trhh8GpSatrCorY9,89.47676856094783
aop5b6jzuWKoLFvJN,92.12865503636503
6EyWcS3rwojdGv3S5,96.28877150215081
ZkaQxn6uzew43ZAyQ,90.31222727728189
QWLaypZeJJsveTMWg,90.92499860434474
Fmu2L8HSPjv2Zz7ec,97.43445504837767
Sney2Cj8nvq9dgRtx,92.77972265780711
Skwtk37g4LCi5EJdf,81.02740588264514
gcgXzyW97E8fzYGME,89.28275326256852
Tu9SakfrsSgJWs7QH,100.30875987562634
PvQYKbsMFJCZZuRh2,80
eH9AZrqgKrJkSsGu9,100
vogiGCFvyrX6KBDf9,100
iQo5vzkiAFu3WFnc8,80
2yPmiyt7WWgn4vdRg,80
FMGGuKEMXxhNasBty,100
wprokNvnjfixcCXS2,80
EuuHpePoZep3L8RRG,0
8mZKmjHR5QR4KpGtq,100
6SkS8XqWGzFnpZZsq,50
Fv8L5XaMct2CYLNDc,0
TX2c5kxkgEP6S6suK,0
CKQfuJToRREtmTdrE,80
9gh3iGTx2fv3rp6cX,90
Npsoj44b2SdGMR6zL,80
XTvucZRdCBHsGHMnr,85
yKRZX7aAAdrbFwHTL,90
4x8fyP7JupL7pCYq2,90
BXxgA6wvX5qJKEioo,90
wM4dtWCwWKm5SwGF8,90
yoBiSKqmdnmbXWtdN,80
uBN6NYErXPaoCq4SW,80
3jQzC5WNSWdb6g3dP,80
ioaRZAXxT7WrbzhvZ,80
GgAuBf7pmAYu9eYco,80
gN2nr4rutaZf2kbJE,100
T5pHs3eNoYpYTvh7P,100
S2Mjp2GnZJF3dRqwp,80
aYKS3uJaa9afrB5hE,90
deRX7K7dx4ByA8nCx,80
gGpch83X48NLsTbC8,80
dp4u7ngBG2r2Lntxw,70
ie67aQpovSJ9sCK8j,70
vdorH9XqDNRFMt5FM,80
Y7zBC2qtXh3LNkwPK,90
dDLBWnE8EGZnspux5,80
36HMC5vHfPLh7jmYn,70
sAxcMnQTd6HNfEZDD,80
dY3yGBYyoyyp6Sk9u,75
gd5bLE5bQe3f8CLxy,100
Ec2hPh69jggzKaf7T,75
n7crowCYw3Mj6RCyt,50
WHBv3LxeXnHby8DT7,50
6s2NhKupJhXdRgigG,75
SBc5BigXrzCz7jFBy,90
viGSPhMwyMLoR6D4s,50
jLCdmBG9fSwnxJ62T,80
PYdvd5thdbPT629tb,0
hk_e6e2026facb086e5,0
rNnYmJxLxNJ4CmhQs,0
pkrERDRYyYEY3pEg3,83.06757811716274
2HSpGhkm5yxNHB8y6,90.72330280064794
zG4CqvGPnhWmzC6nK,95.59450553560028
7PaGTRSQFn9v7aYWo,94.88527445445473
Q3QqFMgiGQTWE2rmm,100.76337827918982
sku8L8pJ6opJQAysx,88.3097030398894
ZhNpfNEFSDqZCeYGf,88.56211971034278
WtZbqqdBsAjknrY4o,86.26586571081386
iKspk42vmBFHdioCf,88.05214445116663
pKYxrtsckBKgvAPEt,87.64084747380127
YfDC4KAvwizijAEvp,89.99239837856621
jskmDPp4NRsXmo2xm,94.7561841959733
S4zQnKfzK9Xspsf4X,96.95011644267967
5Etq2dHvDJy5m8Y3i,96.29685427261923
5m2tHk7MQkysdRKok,88.02409752871007
GyD2dBrmE6JyL3kBL,89.11155216817141
SDXXRBy9dTPMYFoes,93.96400359075582
ao3gb3FzYtS4AeJmx,0
6LKKCTdBzMwkmB9vA,91.04812347231497
BJzZMQWAE2N3eXsrB,0
8TXju45mYiZRZQFnD,100
HNrc7KWJGbEakaGQu,0
duXhQNaQrj6N3BKLy,100
X8hatSQ5PxrY5k3a5,0
LQcP9uvGkWXet9r2P,90
iTLJSLAJNQaiqnW8i,80
rYPRRTwmEtJ8sYFuN,80
GNwRiZuddKSqyb5Zb,75
u5Xoq2Nsa8N5bcJtZ,70
xPsNtECACpRwg3Tjq,0
L4MhG9vj6p9oWAgyn,80
K3LbPYv5Yw5Q24oTP,80
umpaq6zXBaeJxeGCn,0
ggMomzLCTG7mBeLXY,0
6iSQPSohb3gLrXDtS,0
hk_7c46df441d601f81,80
aekAHm6PtAb7JvfWS,100
mDhRzuBzA7tkypeed,100
W8qiWLqb3PLm84Ynz,90
RNsxEtMrDu7ySgdPS,90
uBG6uxnYHxbGW6kn2,90
mXAvLzXo4nyPjMMAg,85
RivPH3CeeKieLiQDy,80
d6LFrpzjSK7isvZuL,40
jmjABNKEmPtMCTyaN,90
6qfXpmdrpfabd4f6Z,90
HaMmBYxG4P2PXBAC9,50
zTkwhd8wZ8x6eAmCk,80
SjBzgvGGgk9xqEM5C,80
HCbf3uH9tXEHrmQ7e,90
zpodf5mC4bpPaGiLm,90
CthhkDqPfCaWk97T8,90
NE58tBSLnXhT3zy62,90
hk_816c33e13a5bc80b,90
g9XYp4jpoZi77q7j3,90
DGurjfMmuQdZXd8jd,70
DXNFhLq8KfTCdjqHs,40
wQ7cXGwPstHXCfyBp,90
xpmawSXneexfkraq9,90
BrXdPiPYqpfu7o5Gx,80
Mdu9sNsRLuSLxJQ9k,0
hk_72cbe9d52976b9cc,0
gwt6YAGtCE9vpJfzu,0
LtHnLMvt5zyYp8ifN,90
tFmkFSSiymeZvvpW3,50
xvur7AGFp7k5c6i3W,80
jX68fuESfLzp3biJF,100
zKQdArEmoS9hDDCti,80
aGaT2NMj8ffzRZHeh,80
modCa6vveeCmDBrgy,80
aG9G6uJbNnmJhsZ8B,90
zJuYj2vDjXMToXdiS,50
gT5aPDnB5cabrs65j,0
i4w3Qw4GQgfa5J4A7,0
zq4k4kqAGjYMJ4nP2,100
hp6odjFjQdWBm4gdj,50
tHjYijKa6rwBKB777,100
3HHrE7r8vZj4gp5Es,40
rjGGrWP3dsTk2sqAt,90
3yHzXvt2efcRJYc4B,96.66754568356411
GCZhGhPnJoQbE4PjW,94.08108186551128
WeguGtXiDnXv5K2dB,94.82070107187207
Nh8BLkCBR5NQcMaps,98.86758187911734
dsWwJkXt2L24epr2u,89.76244822764941
mCvv5bpkrCGWynhYK,84.12453144753917
yEv7dHdr7t4KLCQCE,96.44448905124241
wWdnt7HpFc8tWGYJq,97.393126243621
RDThFSnP65FTaQY9k,82.22522464319897
BzbpSZ7vMC24P2zBr,97.77038792139108
aBoLYz3vwCfW2SEDe,96.14216273090878
4STXPB3Mr2M6y92Me,95.31651589161643
xp2KD6QpBNQPokRYr,93.03047648644997
qx3jgF5KgGYDptuJN,93.9671841521592
QvJ67PADGC8z5wtyu,92.82407745267855
a2SQoF5YpHMyeK7Y9,94.51055440142316
3Ni2unufJS3ekpsWq,97.1703678203865
EwS9qXrHvcGkLGhvR,90.2039960191888
GSj3GEYhhZcAP8fic,80
RtfPpNKhXqN5eC8GK,80
Bxr5cNgtckwrMukZ5,0
yAK6AR4vNedGefoYk,0
WDmS4XSSFC8wQDFP7,0
MKskE78hNJxYxQz4i,0
TcshPcENTppvMrFXN,70
Pmw47Sjttp5s89shN,80
X4yB7mLzqsrYXW7pC,70
547aEPx3LMk2ixotp,0
s6wEBCbBaZzYFdk7f,80
mQ6eo3SuXp6dhy5wK,0
6TTCHuYJ9r8sEfRTa,80
eNkhD9Qevbw24cgEf,0
kkMvsWNqBhdQvzsqi,0
GyoZ42hENBJHgiHtk,90
hk_549b32a0ef9d52fa,100
4d6w4WfLfuGNfybS6,100
9RQixxgWgoC6aSf8o,0
FG4mWgF7DRNeFhAQd,80
creEyF2BXcQGaxrur,0
HSRdZYtSBg564dACv,80
BvLuMrDkvsaGx6TkJ,90
QGGqxZLqfYxvQbQMW,80
v9vqGW3Bj7RtjrJin,90
